Type	Gene	Text
TextMining	ATP2B3	CEREBELLAR ATAXIA,HEREDITARY ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1,SPASTIC ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 6
TextMining	BCS1L	CEREBELLAR ATAXIA,HEREDITARY ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	NPC1	CEREBELLAR ATAXIA,SPASTIC ATAXIA
TextMining	GRIA2	CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	GJB1	CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY
TextMining	PSEN1	CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	DHDDS	CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	HOMER3	CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	FAH	CHARLEVOIX-SAGUENAY SPASTIC ATAXIA
TextMining	ST8SIA2	CHARLEVOIX-SAGUENAY SPASTIC ATAXIA
TextMining	ATP2A3	EPISODIC ATAXIA
TextMining	CACNA1B	EPISODIC ATAXIA
TextMining	CD177	EPISODIC ATAXIA
TextMining	CDR1	EPISODIC ATAXIA
TextMining	CDR2	EPISODIC ATAXIA
TextMining	CLCN1	EPISODIC ATAXIA
TextMining	ELAVL3	EPISODIC ATAXIA
TextMining	ELAVL4	EPISODIC ATAXIA
TextMining	HS1BP3	EPISODIC ATAXIA
TextMining	KCNB1	EPISODIC ATAXIA
TextMining	KCNJ1	EPISODIC ATAXIA
TextMining	KCNJ2	EPISODIC ATAXIA
TextMining	PDHA1	EPISODIC ATAXIA
TextMining	PTPRR	EPISODIC ATAXIA
TextMining	SCN4A	EPISODIC ATAXIA
TextMining	SLC19A2	EPISODIC ATAXIA
TextMining	SLC19A3	EPISODIC ATAXIA
TextMining	SLC1A4	EPISODIC ATAXIA
TextMining	STXBP1	EPISODIC ATAXIA
TextMining	TRPV4	EPISODIC ATAXIA
TextMining	UNC13B	EPISODIC ATAXIA
TextMining	CCND2	EPISODIC ATAXIA TYPE 1
TextMining	CHRNA4	EPISODIC ATAXIA TYPE 1
TextMining	KCNJ10	EPISODIC ATAXIA TYPE 1,CEREBELLAR ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,EPISODIC ATAXIA
TextMining	CHRNB2	EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA
TextMining	COCH	EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA
TextMining	GABRG2	EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA
TextMining	KIF3A	EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA
TextMining	MYO7A	EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA
TextMining	POU4F3	EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA
TextMining	SCN1B	EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA
TextMining	TRAPPC11	EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA TYPE 2,EPISODIC ATAXIA,HEREDITARY ATAXIA
TextMining	DPAGT1	EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 6,FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,EPISODIC ATAXIA
TextMining	CACNA1S	EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 2
TextMining	FASTK	EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA,HEREDITARY ATAXIA
TextMining	KCNA4	EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA,HEREDITARY ATAXIA
TextMining	KCNAB1	EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA,HEREDITARY ATAXIA
TextMining	KCNAB2	EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA,HEREDITARY ATAXIA
TextMining	KCNA2	EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	SYT14	EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	KCNA1	EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA,HEREDITARY ATAXIA,EPISODIC ATAXIA TYPE 2,EPISODIC ATAXIA TYPE 7,SPINOCEREBELLAR ATAXIA TYPE 27,CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 6
TextMining	NRG1	EPISODIC ATAXIA TYPE 2
TextMining	PNP	EPISODIC ATAXIA TYPE 2
TextMining	STX1A	EPISODIC ATAXIA TYPE 2
TextMining	TCF3	EPISODIC ATAXIA TYPE 2
TextMining	CACNB2	EPISODIC ATAXIA TYPE 2,EPISODIC ATAXIA
TextMining	CSN3	EPISODIC ATAXIA TYPE 2,EPISODIC ATAXIA
TextMining	DUSP4	EPISODIC ATAXIA TYPE 2,EPISODIC ATAXIA
TextMining	MRPS22	EPISODIC ATAXIA TYPE 2,EPISODIC ATAXIA
TextMining	NSD1	EPISODIC ATAXIA TYPE 2,EPISODIC ATAXIA
TextMining	PRKCSH	EPISODIC ATAXIA TYPE 2,EPISODIC ATAXIA
TextMining	RAB3A	EPISODIC ATAXIA TYPE 2,EPISODIC ATAXIA
TextMining	SYT2	EPISODIC ATAXIA TYPE 2,EPISODIC ATAXIA
TextMining	SH2D1B	EPISODIC ATAXIA TYPE 2,EPISODIC ATAXIA,CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	RNF138	EPISODIC ATAXIA TYPE 2,EPISODIC ATAXIA,HEREDITARY ATAXIA
TextMining	COG8	EPISODIC ATAXIA TYPE 2,EPISODIC ATAXIA,HEREDITARY ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	ATP2A2	EPISODIC ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 6,SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	SLC1A3	EPISODIC ATAXIA TYPE 6,EPISODIC ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 5,HEREDITARY ATAXIA,EPISODIC ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,CEREBELLAR ATAXIA,EPISODIC ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 7,SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	SLC1A1	EPISODIC ATAXIA TYPE 6,SPINOCEREBELLAR ATAXIA TYPE 5,EPISODIC ATAXIA,HEREDITARY ATAXIA
TextMining	ADCY5	EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 1
TextMining	PRKD1	EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 1
TextMining	SCN8A	EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 1,CEREBELLAR ATAXIA,EPISODIC ATAXIA TYPE 2,HEREDITARY ATAXIA
TextMining	RYR1	EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA TYPE 2
TextMining	KCNA5	EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA TYPE 2,HEREDITARY ATAXIA
TextMining	PNKD	EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA TYPE 2,HEREDITARY ATAXIA
TextMining	SCN1A	EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA TYPE 2,HEREDITARY ATAXIA
TextMining	CACNB4	EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 1,EPISODIC ATAXIA TYPE 2,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	KCNA10	EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 1,HEREDITARY ATAXIA
TextMining	KCNQ2	EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 1,HEREDITARY ATAXIA
TextMining	KCNQ3	EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 1,HEREDITARY ATAXIA
TextMining	KCNA6	EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 1,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	PRRT2	EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 1,HEREDITARY ATAXIA,EPISODIC ATAXIA TYPE 2,CEREBELLAR ATAXIA
TextMining	ATP1A2	EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 2,CEREBELLAR ATAXIA,HEREDITARY ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 6
TextMining	NFIX	EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 2,HEREDITARY ATAXIA
TextMining	SNAP25	EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 2,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	CACNA1F	EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 6
TextMining	AMPD1	EPISODIC ATAXIA,FRIEDREICH ATAXIA,HEREDITARY ATAXIA
TextMining	CAPN11	EPISODIC ATAXIA,HEREDITARY ATAXIA
TextMining	DNAH17	EPISODIC ATAXIA,HEREDITARY ATAXIA
TextMining	GNA14	EPISODIC ATAXIA,HEREDITARY ATAXIA
TextMining	REEP4	EPISODIC ATAXIA,HEREDITARY ATAXIA
TextMining	RER1	EPISODIC ATAXIA,HEREDITARY ATAXIA
TextMining	SPTBN4	EPISODIC ATAXIA,HEREDITARY ATAXIA
TextMining	TOR2A	EPISODIC ATAXIA,HEREDITARY ATAXIA
TextMining	NALCN	EPISODIC ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA
TextMining	UBR4	EPISODIC ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA
TextMining	SCN2A	EPISODIC ATAXIA,HEREDITARY ATAXIA,EPISODIC ATAXIA TYPE 1
TextMining	SLC2A1	EPISODIC ATAXIA,HEREDITARY ATAXIA,EPISODIC ATAXIA TYPE 2
TextMining	SLC25A19	EPISODIC ATAXIA,HEREDITARY ATAXIA,FRIEDREICH ATAXIA
TextMining	CAMP	EPISODIC ATAXIA,HEREDITARY ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 2
TextMining	CBS	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	COL4A1	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	CSF1R	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	DGCR8	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	DROSHA	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	FABP3	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	GBE1	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	hsa-miR-424-5p	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	hsa-miR-574-3p	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	HTRA1	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	IGF2R	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	KHDRBS1	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	MBD4	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	MBNL2	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	PURA	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	RBMX	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	SLC32A1	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	EIF2B2	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,CEREBELLAR ATAXIA
TextMining	GRM5	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1 WITH AXONAL NEUROPATHY,HEREDITARY ATAXIA
TextMining	SLC30A6	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	CRYAB	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,HEREDITARY ATAXIA
TextMining	CTC1	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,HEREDITARY ATAXIA
TextMining	DIP2B	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,HEREDITARY ATAXIA
TextMining	EIF4A1	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,HEREDITARY ATAXIA
TextMining	FMR1-AS1	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,HEREDITARY ATAXIA
TextMining	VIM	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,HEREDITARY ATAXIA
TextMining	DMAP1	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,HEREDITARY ATAXIA,ATAXIA TELANGIECTASIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	FMR1	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	CHCHD4	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,HEREDITARY ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	NCOR2	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	EIF4A2	FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 6,HEREDITARY ATAXIA
TextMining	ACO2	FRIEDREICH ATAXIA
TextMining	AGK	FRIEDREICH ATAXIA
TextMining	ALAS1	FRIEDREICH ATAXIA
TextMining	CA14	FRIEDREICH ATAXIA
TextMining	CEP70	FRIEDREICH ATAXIA
TextMining	CTCFL	FRIEDREICH ATAXIA
TextMining	CYBRD1	FRIEDREICH ATAXIA
TextMining	FH	FRIEDREICH ATAXIA
TextMining	FTSJD1	FRIEDREICH ATAXIA
TextMining	GCSH	FRIEDREICH ATAXIA
TextMining	GRK5	FRIEDREICH ATAXIA
TextMining	HFE2	FRIEDREICH ATAXIA
TextMining	MDH1	FRIEDREICH ATAXIA
TextMining	MED1	FRIEDREICH ATAXIA
TextMining	MLH3	FRIEDREICH ATAXIA
TextMining	MTHFD2	FRIEDREICH ATAXIA
TextMining	NARFL	FRIEDREICH ATAXIA
TextMining	NDUFA1	FRIEDREICH ATAXIA
TextMining	NFATC4	FRIEDREICH ATAXIA
TextMining	NFE2	FRIEDREICH ATAXIA
TextMining	NTF4	FRIEDREICH ATAXIA
TextMining	PCGF2	FRIEDREICH ATAXIA
TextMining	PDPK1	FRIEDREICH ATAXIA
TextMining	PRDX5	FRIEDREICH ATAXIA
TextMining	S100A1	FRIEDREICH ATAXIA
TextMining	SCNN1A	FRIEDREICH ATAXIA
TextMining	SLC39A14	FRIEDREICH ATAXIA
TextMining	SOD2	FRIEDREICH ATAXIA
TextMining	TMEM70	FRIEDREICH ATAXIA
TextMining	TST	FRIEDREICH ATAXIA
TextMining	VTRNA2	FRIEDREICH ATAXIA
TextMining	SPAST	FRIEDREICH ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	COX4I1	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	ELP3	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	FTX	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	HELT	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	HMOX1	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	hsa-miR-323a-3p	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	MFN1	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	MT-ND2	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	MT-ND4L	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	NUBPL	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	PPARG	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	PPAT	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	SIRT3	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	ATP5B	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CHCHD7	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CKM	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	COG5	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CPOX	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CPSF3	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	EPO	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	EXOC6	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	FDX1L	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	FECH	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	FOXH1	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	FTMT	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	GLRX5	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	GPAA1	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	GRAP	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	H2AFY2	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	HEPH	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	HFE	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	HSPA9	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	HSPB9	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	IREB2	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	ISCU	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	LCN15	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	LYRM4	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	MIPEP	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	MSH3	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	MT4	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	NDUFAF4	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	NFS1	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	NTHL1	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	PMS2	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	PPARGC1A	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	PRKACG	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	RNF126	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	SFXN1	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	SLC11A2	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	SLC24A6	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	SLC25A28	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	SLC25A37	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	SLC40A1	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	TFR2	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	TFRC	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	TIMM44	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	FARSA	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 2
TextMining	C21orf2	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	PANK2	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA
TextMining	PIP5K1B	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA
TextMining	TF	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA
TextMining	TTPA	FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 1,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 2,CHARLEVOIX-SAGUENAY SPASTIC ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA,SPASTIC ATAXIA,X-LINKED SIDEROBLASTIC ANEMIA WITH ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1,SPINOCEREBELLAR ATAXIA TYPE 8
